market,month,expected_mw,actual_mw,realization,bias_mw
Australia/SEA,2025-06-01,49.5,49.5,1.0,0.0
Australia/SEA,2025-07-01,38.6,38.6,1.0,0.0
Australia/SEA,2025-08-01,25.7,0.0,0.0,-25.7
Australia/SEA,2025-09-01,0.0,0.0,,0.0
Australia/SEA,2025-10-01,0.0,25.7,,25.7
Australia/SEA,2025-11-01,16.3,0.0,0.0,-16.3
Australia/SEA,2025-12-01,0.0,8.4,,8.4
LATAM,2024-01-01,0.0,0.0,,0.0
LATAM,2024-02-01,0.0,0.0,,0.0
LATAM,2024-03-01,0.0,0.0,,0.0
LATAM,2024-04-01,0.0,0.0,,0.0
LATAM,2024-05-01,0.0,0.0,,0.0
LATAM,2024-06-01,0.0,0.0,,0.0
LATAM,2024-07-01,6.4,0.0,0.0,-6.4
LATAM,2024-08-01,18.9,0.0,0.0,-18.9
LATAM,2024-09-01,10.4,0.0,0.0,-10.4
LATAM,2024-10-01,0.0,17.5,,17.5
LATAM,2024-11-01,25.5,0.0,0.0,-25.5
LATAM,2024-12-01,25.5,37.3,1.4627450980392156,11.799999999999997
LATAM,2025-01-01,12.7,0.0,0.0,-12.7
LATAM,2025-02-01,42.4,12.5,0.294811320754717,-29.9
LATAM,2025-03-01,54.8,37.3,0.6806569343065694,-17.5
LATAM,2025-04-01,58.7,46.599999999999994,0.7938671209540032,-12.100000000000009
LATAM,2025-05-01,60.3,62.39999999999999,1.0348258706467661,2.0999999999999943
LATAM,2025-06-01,48.2,41.4,0.8589211618257261,-6.800000000000004
LATAM,2025-07-01,40.1,61.2,1.5261845386533666,21.1
LATAM,2025-08-01,36.9,7.5,0.2032520325203252,-29.4
LATAM,2025-09-01,16.1,0.0,0.0,-16.1
LATAM,2025-10-01,52.5,50.4,0.96,-2.1000000000000014
LATAM,2025-11-01,7.1,42.3,5.957746478873239,35.199999999999996
LATAM,2025-12-01,38.7,22.9,0.5917312661498707,-15.800000000000004
